Date,Close,Volume,mom1,mom3,ROC_15,EMA_20,Oil,Gold,DAAA,AAPL,JNJ,XOM,TE1,DE1,S&P-F,Dollar index-F
2013-05-22,1655.349976,0.2411969626,0.0017223862,0.0103000965,4.5902588772,1631.37678855,-0.0164311879,0.0350909425,3.98,0.0038438703,-0.0014674005,-0.0065732864,1.99,0.83,-0.6,0.61
2013-05-23,1650.51001,-0.0952781689,-0.0082736572,-0.0007076181,3.3124922619,1633.19900011,0.0014896787,-0.0198793042,3.97,0.0017899762,-0.0141306807,-0.0043388761,1.99,0.82,-0.33,-0.78
2013-05-24,1649.599976,-0.3009572907,-0.0029238325,0.0017223862,2.1791064928,1634.76099782,-0.0029749256,0.0070626585,3.94,0.0068077985,-0.0044719528,-0.0028325743,1.98,0.82,0.03,-0.05
2013-05-28,1660.060059,0.2535531964,-0.0005513653,-0.0082736572,2.6312246677,1637.17043222,0.0086317136,-0.0098903075,4.06,-0.0083342379,0.0090992974,0.009286551,2.13,0.82,0.12,0.49
2013-05-29,1648.359985,0.037525308,0.0063409815,-0.0029238325,1.3776491757,1638.23610391,-0.0160591653,0.0043588812,4.04,0.0079512094,-0.0223718637,-0.0032474021,2.09,0.84,-0.45,-0.56
2013-05-30,1654.410034,-0.0246770408,-0.0070479824,-0.0005513653,1.3303256457,1639.7764782,0.0047245785,0.0224231465,4.06,0.0149005688,0.0039695971,0.0001085361,2.11,0.84,0.39,-0.75
2013-05-31,1630.73999,0.1717763004,0.0036703445,0.0063409815,0.2502010789,1638.91586028,-0.0175269851,-0.0134418111,4.09,-0.0040966694,-0.0210489364,-0.0175914331,2.13,0.86,-1.48,0.4
2013-06-03,1640.420044,-0.0359864377,-0.0143072416,-0.0070479824,0.4113419356,1639.05911587,0.0160992059,0.0057368232,4.06,0.0022012806,0.0062960204,0.0109428318,2.1,0.89,0.45,-0.85
2013-06-04,1631.380005,-0.0754617201,0.0059359886,0.0036703445,-0.1462883374,1638.32777198,-0.0005352746,-0.0021390374,4.1,-0.0031283812,-0.0072010507,-0.007325585,2.09,0.9,-0.31,0.13
2013-06-05,1608.900024,-0.0058814836,-0.0055108075,-0.0143072416,-2.5109942711,1635.52512932,0.0032133676,0.0032154341,4.07,-0.0093476355,-0.004994031,-0.0125564378,2.06,0.92,-1.43,-0.23
2013-06-06,1622.560059,-0.0233925695,-0.0137797331,0.0059359886,-2.1835306289,1634.29036071,0.0112107623,-0.0028490028,4.1,-0.0149401429,0.0093212118,0.006469615,2.04,0.86,0.92,-1.3
2013-06-07,1643.380005,-0.0494421235,0.0084902945,-0.0055108075,-0.4295725536,1635.15604112,0.014781966,-0.01,4.19,0.0076404029,0.0053280252,0.0135209349,2.13,0.87,0.97,0.15
2013-06-10,1642.810059,-0.1166254941,0.012831541,-0.0137797331,-1.4788819246,1635.88499521,-0.0030173759,-0.001984127,4.24,-0.0066092098,0.0027086914,-0.0036084638,2.18,0.87,0.21,-0.01
2013-06-11,1626.130005,0.1534143746,-0.0003468133,0.0084902945,-2.4101466768,1634.95594852,-0.0033395951,-0.006506416,4.24,-0.0029392058,-0.0052853771,-0.0072432394,2.15,0.87,-0.91,-0.66
2013-06-12,1612.52002,-0.0678637021,-0.0101533673,0.012831541,-3.3933243575,1632.81919342,0.005026178,0.0061851919,4.28,-0.0123629021,-0.011217428,-0.0079593302,2.21,0.88,-1.04,-0.2
2013-06-13,1636.359985,0.0549780644,-0.0083695553,-0.0003468133,-1.1471888891,1633.15641167,0.0070848093,0.0016271922,4.23,0.0087230085,0.0139718895,0.0177178965,2.15,0.88,1.66,-0.26
2013-06-14,1626.72998,-0.1299998224,0.0147842909,-0.0101533673,-1.4407686022,1632.54437056,0.0121042831,0.0045126354,4.19,-0.0135562623,0.0,-0.0082119784,2.1,0.88,-0.76,-0.11
2013-06-17,1639.040039,0.0672518201,-0.0058850162,-0.0083695553,-0.6401513793,1633.16300565,0.0003066544,-0.0046720575,4.24,0.0045343657,0.0084794838,0.0102671669,2.14,0.88,0.95,0.1
2013-06-18,1651.810059,-0.0051321611,0.0075673647,0.0147842909,-0.4969699714,1634.93891549,0.0061312078,-0.0129987362,4.23,-0.0005324537,0.0085250966,0.0045896404,2.16,0.89,0.69,0.02
2013-06-19,1628.930054,0.1358803965,0.0077911581,-0.0058850162,-1.1787431858,1634.36664297,-0.0022344099,0.0043899762,4.3,-0.0203117382,-0.0173691522,-0.0101163929,2.29,0.9,-1.3,1.04
2013-06-20,1588.189941,0.3705973947,-0.0138514746,0.0075673647,-4.0026409197,1629.96886183,-0.0341001629,-0.058459297,4.44,-0.0145625985,-0.0263963937,-0.0214285385,2.38,0.9,-2.39,0.63
2013-06-21,1592.430054,0.193138294,-0.0250103514,0.0077911581,-2.349236312,1626.39373727,-0.0113815997,0.0021276596,4.43,-0.0080126689,0.0070200191,0.0048287477,2.5,0.96,0.59,0.51
2013-06-24,1573.089966,-0.1834687992,0.002669777,-0.0138514746,-4.1044413135,1621.31718763,0.0134314039,-0.0065624397,4.46,-0.0265054697,0.0169471641,-0.0111756813,2.56,0.97,-2.11,0.13
2013-06-25,1588.030029,-0.2054414554,-0.0121450157,-0.0250103514,-2.6572580188,1618.14698204,0.0018933417,-0.006022926,4.46,0.0002235604,0.0087459755,0.0071202303,2.57,1.02,0.97,0.21
2013-06-26,1603.26001,-0.0539273683,0.0094972718,0.002669777,-0.3505509302,1616.72917518,0.0023097113,-0.0334245504,4.43,-0.011325525,0.0192149975,0.0077432611,2.53,1.01,0.89,0.52
2013-06-27,1613.199951,-0.0544635982,0.0095904868,-0.0121450157,-0.5768728219,1616.39305859,0.0160259767,-0.0028311426,4.38,-0.0107770143,-0.0032187494,0.0026725834,2.47,1.03,0.69,-0.1
2013-06-28,1606.280029,0.4793077211,0.0061998309,0.0094972718,-2.2575409149,1615.42991292,-0.0065979381,-0.0330561752,4.32,0.0069836459,-0.009802768,0.0034428809,2.5,1.03,-0.45,0.28
2013-07-01,1614.959961,-0.3762162988,-0.0042895625,0.0095904868,-1.6952719426,1615.38515559,0.0163968452,0.0425755034,4.3,0.0320025843,0.0089680409,-0.0005533481,2.49,1.03,0.47,-0.16
2013-07-02,1614.079956,0.0684255111,0.0054037477,0.0061998309,-0.7410261764,1615.26085087,0.0174596692,0.0078455039,4.28,0.0226528741,-0.0006925661,0.0037651826,2.46,1.01,0.03,0.61
2013-07-03,1615.410034,-0.4073039043,-0.0005449082,-0.0042895625,0.1792234493,1615.27505879,0.0227797291,-0.001996008,4.28,0.0055198284,0.0024257711,0.0005516659,2.49,1.04,0.11,-0.37
2013-07-05,1631.890015,0.3398133313,0.0008240472,0.0054037477,-0.2731654429,1616.85743557,0.0114795918,-0.0298,4.45,-0.0080323171,0.012560544,0.0097033629,2.7,1.05,0.3,1.49
2013-07-08,1640.459961,0.3342457121,0.0102017325,-0.0005449082,0.8440233578,1619.10529513,-0.0005820157,0.0185528757,4.36,-0.0056777108,0.0081938429,0.0074260129,2.63,1.08,0.51,-0.33
2013-07-09,1652.319946,-0.1022110687,0.0052515463,0.0008240472,0.8102246854,1622.26859522,0.0041735417,0.0163934426,4.37,0.0175881891,0.0032735186,0.0118156748,2.61,1.06,0.61,0.44
2013-07-10,1652.619995,-0.0457475534,0.0072296705,0.0102017325,0.0490332406,1625.15920472,0.0285134351,0.0003982477,4.42,-0.0038356388,0.0040504164,-0.005570988,2.67,1.03,0.18,-0.65
2013-07-11,1675.02002,0.1445793936,0.0001815926,0.0052515463,2.8294625596,1629.90785379,-0.0154120853,0.023089172,4.34,0.015591933,0.0048184672,0.0048480608,2.58,1.03,1.3,-1.56
2013-07-12,1680.189941,-0.1181746432,0.0135542503,0.0072296705,5.7927580087,1634.696624,0.0103082944,-0.0040856031,4.37,-0.0018254488,0.0035686407,0.0013938566,2.59,1.01,0.01,0.29
2013-07-15,1682.5,-0.1368412047,0.0030864831,0.0001815926,5.6561320087,1639.24932648,0.0033065659,0.0039070131,4.33,0.0021805186,0.0045561063,-0.0016060171,2.55,1.0,0.43,0.05
2013-07-16,1676.26001,0.1747903324,0.0013748797,0.0135542503,6.5584325264,1642.77415348,-0.0030131827,0.0052539405,4.3,0.006457002,0.0,0.0005362252,2.53,0.99,-0.37,-0.67
2013-07-17,1680.910034,0.0232760383,-0.0037087608,0.0030864831,5.8487562139,1646.4061421,0.0048167737,0.0044521874,4.29,0.0002557229,-0.0029867809,0.0017148553,2.5,0.97,0.25,0.24
2013-07-18,1689.369995,0.0947948907,0.002774047,0.0013748797,5.3709307575,1650.49793762,0.0145690384,-0.0107920601,4.35,0.0033696497,0.0004438145,0.0098437621,2.55,0.96,0.3,0.13
2013-07-19,1692.089966,-0.0433875859,0.0050329648,-0.0037087608,4.8902812668,1654.45908318,0.0005558644,0.0097408923,4.3,-0.0157726654,0.0228457918,0.0083704283,2.49,0.94,0.54,-0.29
2013-07-22,1695.530029,-0.1584972961,0.0016100505,0.002774047,5.5563163576,1658.37060183,-0.0128703704,0.0241173066,4.29,0.0032003813,0.0005420796,-0.0035725124,2.49,0.92,0.04,-0.47
2013-07-23,1692.390015,0.1140824647,0.0020330261,0.0050329648,4.7945494545,1661.61054594,0.0048775912,0.0048982668,4.31,-0.0171706154,0.001517111,0.0039016661,2.51,0.92,-0.12,-0.34
2013-07-24,1685.939941,0.0774954944,-0.0018519365,0.0016100505,4.4520709605,1663.92763118,-0.01605526,0.0011248594,4.37,0.0513616303,-0.0006491777,-0.0022058719,2.59,0.91,-0.27,0.44
2013-07-25,1690.25,-0.004082587,-0.003811222,0.0020330261,4.6328773763,1666.43452345,0.000569206,-0.006741573,4.38,-0.0045628953,0.0022737007,-0.0002105169,2.59,0.92,0.01,-0.42
2013-07-26,1691.650024,-0.1684665162,0.0025564724,-0.0018519365,3.6620120505,1668.83599969,-0.0067317721,0.0037707391,4.33,0.0056784766,0.0028087069,-0.0018953353,2.56,0.92,0.15,-0.35
2013-07-29,1685.329956,0.0281420458,0.000828294,-0.003811222,2.7352081774,1670.40685268,-0.0014318442,-0.0009391435,4.37,0.0154198413,0.0040934718,-0.0080177444,2.6,0.93,-0.24,0.0
2013-07-30,1685.959961,0.1689866644,-0.0037360375,0.0025564724,2.0359262189,1671.88810109,-0.0140521939,-0.0042113179,4.4,0.0123495543,-0.0004291492,-0.0023396895,2.6,0.91,0.13,0.2
2013-07-31,1685.72998,0.1586674416,0.000373817,0.000828294,2.0034844732,1673.20637527,0.0190032965,-0.007287694,4.38,-0.0017427578,0.0035419342,-0.0006395694,2.57,0.9,-0.25,-0.46
2013-08-01,1706.869995,-0.0187711669,-0.0001364095,-0.0037360375,1.901468318,1676.41243429,0.0269267364,0.0003803728,4.51,0.0091706608,0.0028876684,-0.010879968,2.72,0.89,1.18,1.09
2013-08-02,1709.670044,-0.1691420519,0.0125405701,0.000373817,1.7545696639,1679.57982569,-0.0091726119,-0.0043726236,4.42,0.0128317447,0.0066119443,-0.0084115817,2.61,0.89,0.22,-0.55
2013-08-05,1707.140015,-0.1936250052,0.0016404583,-0.0001364095,1.4644882615,1682.20460563,-0.0030858425,-0.0034370823,4.46,0.0149392662,-0.0062506198,-0.0039151823,2.64,0.91,-0.09,-0.05
2013-08-06,1697.369995,0.2419285968,-0.0014798347,0.0125405701,1.2593502723,1683.64892842,-0.0121001782,-0.018585936,4.47,-0.00894661,0.0001065565,-0.0013101322,2.62,0.89,-0.5,-0.34
2013-08-07,1690.910034,-0.0416973077,-0.0057230338,0.0016404583,0.5949158371,1684.34046229,-0.0086403342,0.0015618899,4.42,-0.0005803718,-0.0015989127,-0.0014212857,2.56,0.91,-0.34,-0.42
2013-08-08,1697.47998,0.0868471844,-0.003805865,-0.0014798347,0.4800597278,1685.59184493,-0.0091945216,0.0122807018,4.41,-0.0085379437,-0.0034166986,0.0048171997,2.53,0.9,0.33,-0.36
2013-08-09,1691.420044,-0.0959726866,0.0038854498,-0.0057230338,-0.0395913937,1686.14691151,0.0250362494,0.0082803774,4.41,-0.014229719,-0.0104991969,-0.0115493355,2.52,0.9,-0.44,0.17
2013-08-12,1689.469971,-0.0569739018,-0.0035699602,-0.003805865,-0.3574137819,1686.46339336,0.0014145605,0.0244461421,4.45,0.0284080641,-0.003897802,-0.0091490519,2.56,0.88,0.04,0.25
2013-08-13,1694.160034,0.0883420098,-0.0011529206,0.0038854498,0.1045869442,1687.19640676,0.0055560787,-0.0093214019,4.54,0.0475221587,0.0109782826,-0.0054510736,2.65,0.89,0.22,0.54
2013-08-14,1685.390015,-0.0540691009,0.0027760559,-0.0035699602,-0.0326183624,1687.02436945,0.0010301555,-0.0015054573,4.53,0.0182405651,-0.0248360924,-0.0050336129,2.65,0.9,-0.52,-0.06
2013-08-15,1661.319946,0.1933740331,-0.0051766178,-0.0011529206,-1.7115843219,1684.57632912,0.0050519225,0.0024500565,4.6,-0.0011836108,-0.0126790963,-0.0088813156,2.72,0.87,-1.56,-0.67
2013-08-16,1655.829956,-0.0628128019,-0.0142816018,0.0027760559,-2.117463275,1681.8385793,0.001396258,0.0297048317,4.66,0.0088771549,-0.0020100502,-0.002835753,2.79,0.88,-0.29,0.1
2013-08-19,1646.060059,-0.0955705367,-0.0033045952,-0.0051766178,-2.330101406,1678.43110117,-0.0040899796,-0.003103889,4.71,0.0107698106,0.0120845246,-0.0112615852,2.85,0.87,-0.36,-0.04
2013-08-20,1652.349976,0.0308345929,-0.0059003021,-0.0142816018,-1.9935221344,1675.94718449,-0.0209072242,0.0054945055,4.66,-0.0131366427,-0.0079601329,-0.0010353889,2.79,0.88,0.33,-0.41
2013-08-21,1642.800049,-0.0206774011,0.0038211953,-0.0033045952,-2.5466671121,1672.79031444,-0.0092469018,-0.0069216758,4.69,0.0025745225,-0.0103644263,-0.0047219163,2.85,0.89,-0.85,0.36
2013-08-22,1656.959961,-0.1346165651,-0.0057796031,-0.0059003021,-2.924067688,1671.28266173,0.0096218609,0.0091709464,4.69,0.001194275,-0.0060810921,0.0064800395,2.89,0.89,1.12,0.38
2013-08-23,1663.5,0.0178170296,0.0086193764,0.0038211953,-2.7005236573,1670.54145586,0.0147717526,0.0014540167,4.6,-0.0038570982,0.0016995468,0.0062082546,2.8,0.89,0.41,-0.17
2013-08-26,1656.780029,-0.0588538218,0.0039470109,-0.0057796031,-2.9499622502,1669.23084377,-0.005634861,-1.0,4.6,0.0038920681,-0.0099536813,-0.0049131743,2.76,0.86,-0.44,0.06
2013-08-27,1630.47998,0.3244043823,-0.004039658,0.0086193764,-3.940803431,1665.54028532,0.0305062335,0.0,4.51,-0.0285902333,-0.0155375416,-0.0031001953,2.68,0.87,-1.57,-0.29
2013-08-28,1634.959961,-0.135183074,-0.0158741948,0.0039470109,-3.3088734395,1662.62787348,0.0097149665,0.0001761494,4.58,0.0047279193,0.0041777998,0.0232664824,2.74,0.85,0.25,0.33
2013-08-29,1638.170044,-0.092118922,0.0027476455,-0.004039658,-3.4939991457,1660.29855639,-0.0150676228,-0.0082775625,4.52,0.0016296924,0.000462279,-0.0176722093,2.72,0.85,0.28,0.65
2013-08-30,1632.969971,0.0817985797,0.0019634016,-0.0158741948,-3.4556805217,1657.69583397,-0.0048843425,-0.0092345942,4.49,-0.0091112465,-0.0018481691,-0.0012603759,2.76,0.85,-0.34,0.17
2013-09-03,1639.77002,0.3647405186,-0.0031743182,0.0027476455,-2.9417481135,1655.98861359,0.0063900722,0.0034056282,4.61,0.0027913078,0.0001156579,-0.0001147545,2.83,0.83,-0.4,0.32
2013-09-04,1653.079956,-0.1124072451,0.0041642217,0.0019634016,-2.4248050465,1655.71159858,-0.012698997,-0.0067881386,4.63,0.0206926811,0.0055543163,0.0069994261,2.88,0.82,0.88,-0.24
2013-09-05,1655.079956,-0.1071932129,0.0081169529,-0.0031743182,-1.7984002949,1655.65144215,0.0112778451,-0.0035971223,4.72,-0.0068580738,0.0016110356,-0.0046718777,2.95,0.81,-0.03,0.57
2013-09-06,1655.170044,0.0563962788,0.0012098628,0.0041642217,-0.3701816748,1655.6055947,0.0195391705,0.0014440433,4.72,0.00595641,0.0013787109,-0.0011447968,2.92,0.81,0.03,-0.6
2013-09-09,1671.709961,-0.0067544208,5.44312071893e-05,0.0081169529,0.9590359772,1657.13934387,-0.0090399566,0.0021629416,4.68,0.0159567741,0.0045891921,0.0090544527,2.88,0.82,0.94,-0.45
2013-09-10,1683.98999,0.1898362114,0.0099928808,0.0012098628,2.3042859702,1659.69654827,-0.019521985,-0.0228417266,4.73,-0.0227788832,0.0110781295,-0.0024988755,2.95,0.84,0.81,0.02
2013-09-11,1689.130005,-0.1506961374,0.0073457892,5.44312071893e-05,2.2259224459,1662.49973462,0.0015816896,0.0040493282,4.71,-0.0544436662,0.0079069695,0.0116146208,2.92,0.83,0.37,-0.37
2013-09-12,1683.420044,-0.0093032601,0.0030522836,0.0099928808,2.4726073648,1664.49214504,0.0099396191,-0.0262144821,4.69,0.0106476902,-0.0024655496,-0.0096802458,2.91,0.84,-0.22,-0.04
2013-09-13,1687.98999,-0.1190455495,-0.0033804154,0.0073457892,1.8727084378,1666.73003504,-0.0037711553,-0.0071536145,4.69,-0.0164802021,-0.0049432872,0.0047738007,2.89,0.85,0.21,-0.05
2013-09-16,1697.599976,0.12545222,0.0027146796,0.0030522836,2.0498933574,1669.67002941,-0.0163419813,0.0041714069,4.72,-0.0317917754,0.0051936209,0.0030542533,2.87,0.84,0.56,-0.47
2013-09-17,1704.76001,-0.0992142347,0.0056931534,-0.0033804154,2.8959777496,1673.01193233,-0.0110756523,-0.0088746224,4.71,0.011552504,0.0003369538,0.0030450435,2.85,0.82,0.41,0.28
2013-09-18,1725.52002,0.4381452218,0.0042177392,0.0027146796,5.8289608683,1678.01270258,0.0272399393,-0.0085730615,4.63,0.0205569729,0.0095441951,0.0071958622,2.68,0.81,1.14,-1.14
2013-09-19,1722.339966,-0.0625676732,0.012177673,0.0056931534,5.3444736926,1682.23434672,-0.0182019773,0.0495772483,4.66,0.01639836,0.0017795128,-0.0033489952,2.76,0.82,-0.01,0.14
2013-09-20,1709.910034,0.3566453572,-0.001842954,0.0042177392,4.379276148,1684.87012646,-0.0146809712,-0.0119004028,4.62,-0.0103535677,-0.0043299656,-0.0069443885,2.74,0.81,-0.02,0.09
2013-09-23,1701.839966,-0.3837344281,-0.0072168865,0.012177673,4.2174685526,1686.48630165,-0.0103151862,-0.0194552529,4.6,0.0496994303,-0.006578992,-0.0102639743,2.71,0.82,-1.81,0.02
2013-09-24,1697.420044,0.0454052671,-0.0047195863,-0.001842954,3.5157383839,1687.52761045,-0.0038602586,-0.0066137566,4.53,-0.003138786,-0.0097653501,-0.004444433,2.65,0.82,-0.01,0.15
2013-09-25,1692.77002,-0.0367704417,-0.0025971431,-0.0072168865,2.4009766652,1688.02688755,-0.0052315443,0.0064675671,4.5,-0.0154773992,-0.0129222284,-0.0025183379,2.61,0.83,-0.4,-0.31
2013-09-26,1698.670044,-0.1063285833,-0.0027394657,-0.0047195863,2.6337149358,1689.0405215,0.0040903779,0.0077490077,4.55,0.0097397585,-0.0001148599,-0.0008032936,2.62,0.83,0.4,0.25
2013-09-27,1691.75,0.0489599955,0.0034854256,-0.0025971431,2.2100421726,1689.29856707,-0.0023278371,0.0060015004,4.54,-0.0071366543,-0.0039048696,-0.0019524291,2.61,0.83,-0.35,-0.32
2013-09-30,1681.550049,0.1209235356,-0.0040738012,-0.0027394657,0.5886241172,1688.56061297,-0.0048609761,-0.0108128262,4.56,-0.0124288532,-0.0004612129,-0.009896444,2.61,0.83,-0.73,-0.07
2013-10-01,1695.0,-0.0211386586,-0.0060292307,0.0034854256,0.6538049552,1689.17388792,-0.0026377491,-0.0269506219,4.59,0.0235134231,0.0089975658,-0.0004649117,2.56,0.83,0.91,-0.09
2013-10-02,1693.869995,-0.0278168025,0.0079985434,-0.0040738012,0.28061724,1689.62113621,0.0201782741,0.0120085222,4.58,0.0032789224,-0.0020578484,0.0009302558,2.55,0.82,-0.38,-0.32
2013-10-03,1678.660034,0.0416216731,-0.0006666696,-0.0060292307,-0.282758306,1688.57722172,-0.0082573212,0.0074641148,4.57,-0.0125622807,-0.0081337953,-0.0067379413,2.49,0.83,-0.79,-0.18
2013-10-04,1690.5,-0.1217751894,-0.0089794146,0.0079985434,0.1486981567,1688.76034346,0.0052279988,-0.0047492401,4.6,-0.0007860429,0.008431462,0.0095906433,2.54,0.82,0.9,0.46
2013-10-07,1676.119995,-0.0700559323,0.0070532245,-0.0006666696,-1.2653146385,1687.55650075,-0.0073196571,0.0104981867,4.57,0.0097716536,-0.0082465012,-0.0048655931,2.5,0.82,-1.01,-0.24
2013-10-08,1655.449951,0.3325530429,-0.008506362,-0.0089794146,-2.8924927093,1684.49873411,0.0045600078,0.0045334341,4.56,-0.0139621543,-0.0113176469,-0.0045401629,2.39,0.81,-1.03,0.12
2013-10-09,1656.400024,0.002412285,-0.0123320789,0.0070532245,-4.0057487134,1681.82266648,-0.018446977,-0.0191801429,4.59,0.0117478589,0.004088284,-0.004093065,2.41,0.8,-0.11,0.42
2013-10-10,1692.560059,-0.0602430517,0.0005739062,-0.008506362,-1.7290376806,1682.84527529,0.0142674407,-0.0042177914,4.59,0.0062681067,0.0211726387,0.0103334542,2.45,0.8,2.2,0.06
2013-10-11,1703.199951,-0.1242096184,0.0218304965,-0.0123320789,-0.3924231607,1684.78381583,-0.0088280947,-0.0254139392,4.58,0.0064741567,0.0190248122,0.0105764294,2.44,0.8,0.83,-0.09
2013-10-14,1710.140015,-0.123643736,0.0062862715,0.0005739062,0.4877103115,1687.19869194,0.0028384066,0.01580403,0.0,0.0065542136,0.0039128677,0.0074755724,0.0,0.0,0.31,-0.17
2013-10-15,1698.060059,0.2895318107,0.0040747206,0.0218304965,0.0377051633,1688.23310785,-0.0127854773,-0.0116686114,4.62,0.0053221678,0.001447628,-0.0092465413,2.4,0.79,-0.72,0.31
2013-10-16,1721.540039,0.0476118928,-0.0070637234,0.0062862715,1.6995822622,1691.40519653,0.0117647059,0.0023612751,4.57,0.0048728946,0.0131213277,0.005991439,2.55,0.78,1.26,0.0
2013-10-17,1733.150024,-0.0093483412,0.0138275321,0.0040747206,2.0298221024,1695.38089439,-0.0158295876,0.0359246172,4.5,0.0067649438,0.0094391394,0.0019471424,2.6,0.77,0.85,-1.04
2013-10-18,1744.5,0.0611827113,0.0067439529,-0.0070637234,3.1180730013,1700.05890445,0.0014892772,-0.0020845177,4.5,0.008701701,-0.0036969011,0.0008001829,2.59,0.76,0.51,0.01
2013-10-21,1744.660034,-0.1670391199,0.0065487556,0.0138275321,3.75308395,1704.30663107,-0.0157628631,0.0007595898,4.53,0.0245043747,-0.0046927864,-0.0036550541,2.61,0.75,0.1,0.03
2013-10-22,1754.670044,0.2614496628,9.17363141301e-05,0.0067439529,3.5203565782,1709.10314659,-0.0166196616,0.0117647059,4.45,-0.0028579483,0.0127193425,0.0085979591,2.5,0.75,0.65,-0.58
2013-10-23,1746.380005,-0.0356961079,0.0057375132,0.0065487556,3.1000023706,1712.65332358,-0.0074772099,-0.0013128282,4.43,0.0097909112,-0.0028151039,-0.0042055238,2.49,0.75,-0.44,0.05
2013-10-24,1752.069946,-0.0112242755,-0.0047245572,9.17363141301e-05,4.3731256188,1716.40728762,-0.0025799794,0.0101408451,4.46,0.0132391153,0.0027144409,0.0092454856,2.51,0.75,0.39,-0.1
2013-10-25,1759.77002,-0.1350818422,0.0032581345,0.0057375132,4.0976054422,1720.53707166,0.0077599586,0.0022308979,4.44,-0.0111860764,-0.002815398,-0.0050893125,2.51,0.75,0.31,0.0
2013-10-28,1762.109985,0.0335608933,0.0043948439,-0.0047245572,5.1303003518,1724.49639674,0.0137577002,0.0098312001,4.45,0.0074530113,0.0032577154,0.0029555757,2.52,0.75,0.29,0.08
2013-10-29,1771.949951,0.0232032416,0.0013296993,0.0032581345,7.0373616508,1729.01578286,-0.0045574235,-0.0086333578,4.47,-0.0249112701,0.0081177618,0.0079337751,2.47,0.75,0.48,0.45
2013-10-30,1763.310059,0.0490046033,0.0055841951,0.0043948439,6.45436087,1732.28190439,-0.015057483,0.0040763387,4.48,0.01590927,-0.0037577625,-0.0013493984,2.5,0.75,-0.4,0.21
2013-10-31,1756.540039,0.0861443526,-0.0048759233,0.0013296993,3.7800714757,1734.59220293,-0.0053713459,-0.0226979147,4.48,-0.0041913715,-0.0019398642,0.009120651,2.54,0.74,-0.54,0.53
2013-11-01,1761.640015,-0.0366493925,-0.0038393815,0.0055841951,3.4311922077,1737.16818503,-0.0179665594,-0.0130287009,4.54,-0.0051080316,0.0082064787,0.0022316112,2.62,0.75,0.21,0.69
2013-11-04,1767.930054,-0.1333101845,0.0029034214,-0.0048759233,3.3792577504,1740.09788684,0.0002115059,0.0105222881,4.54,0.0129223178,-0.0036414693,0.0253840793,2.61,0.75,0.47,-0.21
2013-11-05,1762.969971,0.1007271031,0.0035705587,-0.0038393815,3.8225922373,1742.27618057,-0.0124762106,-0.010034078,4.6,-0.0024679734,-0.0023648393,-0.001194354,2.63,0.75,-0.37,0.19
2013-11-06,1770.48999,-0.0553305959,-0.0028055878,0.0029034214,2.8433815009,1744.96321004,0.0143468951,0.0089883343,4.61,-0.0086211439,0.0024782136,0.0133710515,2.62,0.76,0.51,-0.28
2013-11-07,1747.150024,0.2471629391,0.00426554,0.0035705587,0.8077777345,1745.17147803,-0.0051720498,-0.0089082638,4.57,-0.0161828971,-0.0037618121,-0.0135164341,2.59,0.76,-1.15,0.36
2013-11-08,1770.609985,-0.0738631975,-0.0131827721,-0.0028055878,1.4967030668,1747.59419298,0.0032891247,-0.0166379805,4.69,0.0157466188,0.0146725749,0.0083732493,2.73,0.77,1.19,0.67
2013-11-11,1771.890015,-0.339601842,0.0134275596,0.00426554,1.560761436,1749.90808079,0.0060279188,-0.0023337223,0.0,-0.002900705,0.0025518128,0.002480276,0.0,0.0,0.08,-0.23
2013-11-12,1767.689941,0.2710946071,0.0007229317,-0.0131827721,0.7420139783,1751.60159129,-0.0211289814,-0.0009746589,4.7,0.0018494672,-0.0077421041,-0.0031196321,2.75,0.77,-0.14,0.06
2013-11-13,1782.0,0.0330484348,-0.002370392,0.0134275596,2.0396474363,1754.49667783,0.008483677,-0.0068292683,4.67,0.0011923598,-0.0023514537,-0.0008632999,2.69,0.77,0.78,-0.33
2013-11-14,1790.619995,-0.0566254343,0.0080953445,0.0007229317,2.2002574205,1757.93699375,-0.001597274,0.0106090373,4.65,0.0144632421,0.0062138636,0.0068042448,2.63,0.76,0.51,0.14
2013-11-15,1798.180054,0.0368772817,0.0048372587,-0.002370392,2.1826735064,1761.76966616,0.0004266212,0.0009720062,4.65,-0.0060019803,0.0050042697,0.0219909459,2.65,0.76,0.32,-0.23
2013-11-18,1791.530029,-0.0265145231,0.0042220343,0.0080953445,1.6695918104,1764.60398643,-0.0082089552,-0.002913187,4.58,-0.0121145905,-0.0009534485,0.0018893671,2.63,0.75,-0.26,-0.09
2013-11-19,1787.869995,0.0176517743,-0.0036981975,0.0048372587,0.8984477237,1766.81979677,0.0034397506,-0.0060381769,4.62,0.0017739507,0.0059384728,-0.0003142902,2.66,0.75,-0.2,-0.11
2013-11-20,1781.369995,-0.0357611376,-0.0020429655,0.0042220343,1.0242064864,1768.20552993,-0.0001071237,-0.0146972369,4.72,-0.0087576057,0.0030571473,-0.0077551668,2.74,0.75,-0.31,0.53
2013-11-21,1795.849976,0.0474375551,-0.0036356111,-0.0036981975,2.2379186427,1770.83833432,0.0215341761,-0.0135242641,4.7,0.011922346,0.0005254335,0.0001056401,2.77,0.74,0.79,-0.06
